result_id,randomized,type,count,inserted,insert_time,search,search_time,removed,remove_time
18,False,BST,10000,9872,4,1041,2,914,4
18,False,BST,15000,14723,5,2203,3,1999,6
18,False,BST,20000,19486,7,3885,4,3425,8
18,False,BST,25000,24207,9,6030,5,5228,10
18,False,BST,30000,28836,10,8616,7,7288,12
18,False,LIST,10000,9871,529,957,805,879,1277
18,False,LIST,15000,14710,1210,2131,1871,2022,3150
18,False,LIST,20000,19484,2399,3844,3550,3474,4695
18,False,LIST,25000,24194,3603,6029,5057,5392,7355
18,False,LIST,30000,28809,5767,8603,8955,7538,11778
18,True,AVL,10000,10000,1347,998,1,965,471
18,True,AVL,15000,15000,3619,2252,2,2065,1435
18,True,AVL,20000,20000,6275,3913,3,3636,3599
18,True,AVL,25000,25000,10144,6209,5,5469,6931
18,True,AVL,30000,30000,14958,8930,5,7819,11199
18,True,BST,10000,10000,3,998,1,965,3
18,True,BST,15000,15000,5,2252,3,1974,6
18,True,BST,20000,20000,8,3913,4,3528,9
18,True,BST,25000,25000,11,6209,6,5469,11
18,True,BST,30000,30000,14,8930,7,7819,13
18,True,LIST,10000,10000,850,1007,902,936,1544
18,True,LIST,15000,15000,2248,2236,2048,2111,3587
18,True,LIST,20000,20000,4479,4050,3623,3629,7200
18,True,LIST,25000,25000,7613,6265,6175,5588,9967
18,True,LIST,30000,30000,11414,9081,9415,7725,13872
19,False,AVL,10000,9872,610,1041,1,914,366
19,False,AVL,15000,14723,1502,2203,3,2006,1432
19,False,AVL,20000,19486,2668,3885,3,3520,2923
19,False,AVL,25000,24207,4526,6030,4,5340,5615
19,False,AVL,30000,28836,6445,8616,6,7478,9227
19,False,BST,10000,9872,4,1041,2,914,3
19,False,BST,15000,14723,6,2203,3,1999,6
19,False,BST,20000,19486,7,3885,5,3425,9
19,False,BST,25000,24207,10,6030,6,5228,11
19,False,BST,30000,28836,12,8616,8,7288,14
19,False,LIST,10000,9871,481,957,789,879,1239
19,False,LIST,15000,14710,1166,2131,1865,2022,2754
19,False,LIST,20000,19484,2302,3844,3409,3474,4612
19,False,LIST,25000,24194,4136,6029,5693,5392,7129
19,False,LIST,30000,28809,5262,8603,7460,7538,10336
19,True,AVL,10000,10000,1235,998,1,965,431
19,True,AVL,15000,15000,3727,2252,4,2065,1601
19,True,AVL,20000,20000,6303,3913,4,3636,3950
19,True,AVL,25000,25000,11073,6209,6,5469,6671
19,True,AVL,30000,30000,14959,8930,6,7819,11631
19,True,BST,10000,10000,3,998,1,965,3
19,True,BST,15000,15000,5,2252,2,1974,5
19,True,BST,20000,20000,7,3913,4,3528,7
19,True,BST,25000,25000,9,6209,5,5469,9
19,True,BST,30000,30000,11,8930,6,7819,12
19,True,LIST,10000,10000,863,1007,907,936,1697
19,True,LIST,15000,15000,2291,2236,1965,2111,3453
19,True,LIST,20000,20000,4332,4050,3528,3629,6357
19,True,LIST,25000,25000,7274,6265,5629,5588,9351
19,True,LIST,30000,30000,11287,9081,8554,7725,13556
20,False,AVL,10000,9872,669,1041,1,914,455
20,False,AVL,15000,14723,1709,2203,3,2006,1423
20,False,AVL,20000,19486,2842,3885,4,3520,3160
20,False,AVL,25000,24207,4961,6030,6,5340,5806
20,False,AVL,30000,28836,6971,8616,5,7478,8746
20,False,BST,10000,9872,4,1041,1,914,3
20,False,BST,15000,14723,5,2203,2,1999,5
20,False,BST,20000,19486,7,3885,4,3425,7
20,False,BST,25000,24207,8,6030,5,5228,10
20,False,BST,30000,28836,10,8616,7,7288,12
20,False,LIST,10000,9871,493,957,781,879,1215
20,False,LIST,15000,14710,1188,2131,1851,2022,3324
20,False,LIST,20000,19484,2666,3844,4345,3474,4861
20,False,LIST,25000,24194,3890,6029,5833,5392,7876
20,False,LIST,30000,28809,5530,8603,8874,7538,10988
20,True,AVL,10000,10000,1298,998,1,965,473
20,True,AVL,15000,15000,3400,2252,3,2065,1649
20,True,AVL,20000,20000,6561,3913,5,3636,3810
20,True,AVL,25000,25000,10898,6209,7,5469,7614
20,True,AVL,30000,30000,15175,8930,6,7819,11421
20,True,BST,10000,10000,3,998,2,965,4
20,True,BST,15000,15000,6,2252,3,1974,7
20,True,BST,20000,20000,8,3913,5,3528,8
20,True,BST,25000,25000,13,6209,6,5469,13
20,True,BST,30000,30000,15,8930,8,7819,15
20,True,LIST,10000,10000,885,1007,820,936,1592
20,True,LIST,15000,15000,2224,2236,1976,2111,3605
20,True,LIST,20000,20000,4534,4050,3709,3629,6715
20,True,LIST,25000,25000,7738,6265,6280,5588,10272
20,True,LIST,30000,30000,12242,9081,9737,7725,16046
21,False,AVL,10000,9872,557,1041,1,914,352
21,False,AVL,15000,14723,1516,2203,3,2006,1466
21,False,AVL,20000,19486,2832,3885,4,3520,3467
21,False,AVL,25000,24207,4697,6030,4,5340,5721
21,False,AVL,30000,28836,6837,8616,6,7478,10073
21,False,BST,10000,9872,4,1041,2,914,4
21,False,BST,15000,14723,6,2203,3,1999,7
21,False,BST,20000,19486,8,3885,5,3425,9
21,False,BST,25000,24207,10,6030,6,5228,12
21,False,BST,30000,28836,12,8616,8,7288,15
21,False,LIST,10000,9871,524,957,812,879,1319
21,False,LIST,15000,14710,1260,2131,1936,2022,2886
21,False,LIST,20000,19484,2380,3844,3490,3474,4923
21,False,LIST,25000,24194,3596,6029,4958,5392,7430
21,False,LIST,30000,28809,5477,8603,8428,7538,11151
21,True,AVL,10000,10000,1214,998,1,965,412
21,True,AVL,15000,15000,3150,2252,2,2065,1463
21,True,AVL,20000,20000,6806,3913,3,3636,3858
21,True,AVL,25000,25000,10656,6209,4,5469,6626
21,True,AVL,30000,30000,13678,8930,5,7819,10535
21,True,BST,10000,10000,3,998,1,965,3
21,True,BST,15000,15000,5,2252,2,1974,5
21,True,BST,20000,20000,7,3913,4,3528,7
21,True,BST,25000,25000,8,6209,5,5469,9
21,True,BST,30000,30000,12,8930,6,7819,12
21,True,LIST,10000,10000,801,1007,776,936,1488
21,True,LIST,15000,15000,2300,2236,1983,2111,3589
21,True,LIST,20000,20000,4317,4050,3489,3629,6059
21,True,LIST,25000,25000,7531,6265,5897,5588,9231
21,True,LIST,30000,30000,11137,9081,8471,7725,13382
22,False,AVL,10000,9872,534,1041,1,914,343
22,False,AVL,15000,14723,1357,2203,2,2006,1257
22,False,AVL,20000,19486,2652,3885,3,3520,2999
22,False,AVL,25000,24207,4442,6030,4,5340,5493
22,False,AVL,30000,28836,6723,8616,6,7478,9110
22,False,BST,10000,9872,4,1041,2,914,3
22,False,BST,15000,14723,6,2203,3,1999,6
22,False,BST,20000,19486,7,3885,4,3425,8
22,False,BST,25000,24207,8,6030,5,5228,10
22,False,BST,30000,28836,10,8616,6,7288,12
22,False,LIST,10000,9871,499,957,798,879,1245
22,False,LIST,15000,14710,1184,2131,1837,2022,2751
22,False,LIST,20000,19484,2259,3844,3290,3474,4837
22,False,LIST,25000,24194,3709,6029,5357,5392,7439
22,False,LIST,30000,28809,5430,8603,7291,7538,10557
22,True,AVL,10000,10000,1285,998,1,965,449
22,True,AVL,15000,15000,3244,2252,3,2065,1480
22,True,AVL,20000,20000,6183,3913,3,3636,3534
22,True,AVL,25000,25000,9781,6209,4,5469,6667
22,True,AVL,30000,30000,14899,8930,5,7819,10960
22,True,BST,10000,10000,3,998,1,965,3
22,True,BST,15000,15000,5,2252,3,1974,5
22,True,BST,20000,20000,8,3913,4,3528,8
22,True,BST,25000,25000,10,6209,5,5469,10
22,True,BST,30000,30000,12,8930,6,7819,12
22,True,LIST,10000,10000,856,1007,818,936,1561
22,True,LIST,15000,15000,2278,2236,2013,2111,3585
22,True,LIST,20000,20000,4465,4050,3640,3629,6336
22,True,LIST,25000,25000,7237,6265,5656,5588,9271
22,True,LIST,30000,30000,11368,9081,8562,7725,13609
23,False,AVL,10000,9872,540,1041,1,914,346
23,False,AVL,15000,14723,1378,2203,2,2006,1253
23,False,AVL,20000,19486,2653,3885,3,3520,2933
23,False,AVL,25000,24207,4439,6030,4,5340,5457
23,False,AVL,30000,28836,6777,8616,5,7478,9063
23,False,BST,10000,9872,4,1041,2,914,4
23,False,BST,15000,14723,6,2203,3,1999,6
23,False,BST,20000,19486,7,3885,4,3425,8
23,False,BST,25000,24207,9,6030,5,5228,10
23,False,BST,30000,28836,10,8616,7,7288,13
23,False,LIST,10000,9871,486,957,792,879,1227
23,False,LIST,15000,14710,1220,2131,1821,2022,2867
23,False,LIST,20000,19484,2319,3844,3386,3474,4896
23,False,LIST,25000,24194,3883,6029,4995,5392,7433
23,False,LIST,30000,28809,5222,8603,7031,7538,9564
23,True,AVL,10000,10000,1195,998,1,965,405
23,True,AVL,15000,15000,2962,2252,2,2065,1344
23,True,AVL,20000,20000,5934,3913,3,3636,3598
23,True,AVL,25000,25000,9477,6209,4,5469,6255
23,True,AVL,30000,30000,13731,8930,6,7819,10567
23,True,BST,10000,10000,3,998,1,965,3
23,True,BST,15000,15000,5,2252,2,1974,5
23,True,BST,20000,20000,7,3913,3,3528,7
23,True,BST,25000,25000,9,6209,5,5469,9
23,True,BST,30000,30000,11,8930,6,7819,11
23,True,LIST,10000,10000,793,1007,784,936,1504
23,True,LIST,15000,15000,2176,2236,1922,2111,3416
23,True,LIST,20000,20000,4294,4050,3469,3629,6108
23,True,LIST,25000,25000,7209,6265,5656,5588,9295
23,True,LIST,30000,30000,10983,9081,8395,7725,14054
24,False,AVL,10000,9872,548,1041,1,914,343
24,False,AVL,15000,14723,1386,2203,2,2006,1243
24,False,AVL,20000,19486,2659,3885,4,3520,3740
24,False,AVL,25000,24207,4732,6030,4,5340,5818
24,False,AVL,30000,28836,7206,8616,5,7478,8991
24,False,BST,10000,9872,4,1041,2,914,3
24,False,BST,15000,14723,6,2203,3,1999,6
24,False,BST,20000,19486,7,3885,4,3425,8
24,False,BST,25000,24207,9,6030,7,5228,12
24,False,BST,30000,28836,12,8616,8,7288,13
24,False,LIST,10000,9871,511,957,774,879,1347
24,False,LIST,15000,14710,1237,2131,2195,2022,2896
24,False,LIST,20000,19484,2939,3844,4293,3474,6517
24,False,LIST,25000,24194,4623,6029,6685,5392,7196
24,False,LIST,30000,28809,5183,8603,7117,7538,9866
24,True,AVL,10000,10000,1163,998,1,965,400
24,True,AVL,15000,15000,2977,2252,2,2065,1363
24,True,AVL,20000,20000,5747,3913,3,3636,3296
24,True,AVL,25000,25000,9403,6209,5,5469,6239
24,True,AVL,30000,30000,13741,8930,5,7819,10428
24,True,BST,10000,10000,3,998,1,965,3
24,True,BST,15000,15000,5,2252,2,1974,5
24,True,BST,20000,20000,7,3913,3,3528,7
24,True,BST,25000,25000,9,6209,4,5469,9
24,True,BST,30000,30000,11,8930,6,7819,11
24,True,LIST,10000,10000,791,1007,789,936,1479
24,True,LIST,15000,15000,2170,2236,1883,2111,3420
24,True,LIST,20000,20000,4245,4050,3482,3629,6305
24,True,LIST,25000,25000,7147,6265,5689,5588,9209
24,True,LIST,30000,30000,10858,9081,8463,7725,12952
25,False,AVL,10000,9872,522,1041,1,914,328
25,False,AVL,15000,14723,1288,2203,2,2006,1190
25,False,AVL,20000,19486,2541,3885,3,3520,2836
25,False,AVL,25000,24207,4248,6030,4,5340,5244
25,False,AVL,30000,28836,6480,8616,5,7478,8656
25,False,BST,10000,9872,4,1041,2,914,3
25,False,BST,15000,14723,5,2203,3,1999,5
25,False,BST,20000,19486,7,3885,4,3425,7
25,False,BST,25000,24207,8,6030,5,5228,9
25,False,BST,30000,28836,10,8616,6,7288,12
25,False,LIST,10000,9871,473,957,777,879,1171
25,False,LIST,15000,14710,1130,2131,1771,2022,2615
25,False,LIST,20000,19484,2141,3844,3098,3474,4508
25,False,LIST,25000,24194,3504,6029,4893,5392,6773
25,False,LIST,30000,28809,5186,8603,7057,7538,9407
25,True,AVL,10000,10000,1207,998,1,965,397
25,True,AVL,15000,15000,2968,2252,2,2065,1432
25,True,AVL,20000,20000,5737,3913,3,3636,3306
25,True,AVL,25000,25000,9265,6209,4,5469,6219
25,True,AVL,30000,30000,13556,8930,6,7819,10697
25,True,BST,10000,10000,3,998,1,965,3
25,True,BST,15000,15000,5,2252,2,1974,5
25,True,BST,20000,20000,7,3913,4,3528,7
25,True,BST,25000,25000,9,6209,4,5469,9
25,True,BST,30000,30000,11,8930,5,7819,11
25,True,LIST,10000,10000,804,1007,806,936,1482
25,True,LIST,15000,15000,2174,2236,1923,2111,3442
25,True,LIST,20000,20000,4291,4050,3514,3629,6183
25,True,LIST,25000,25000,7223,6265,5656,5588,9254
25,True,LIST,30000,30000,10966,9081,8221,7725,13089
26,False,AVL,10000,9872,531,1041,1,914,329
26,False,AVL,15000,14723,1326,2203,2,2006,1241
26,False,AVL,20000,19486,2573,3885,3,3520,2852
26,False,AVL,25000,24207,4313,6030,4,5340,5289
26,False,AVL,30000,28836,6382,8616,5,7478,8688
26,False,BST,10000,9872,4,1041,1,914,3
26,False,BST,15000,14723,5,2203,3,1999,6
26,False,BST,20000,19486,7,3885,4,3425,8
26,False,BST,25000,24207,8,6030,5,5228,9
26,False,BST,30000,28836,10,8616,6,7288,12
26,False,LIST,10000,9871,473,957,754,879,1189
26,False,LIST,15000,14710,1132,2131,1750,2022,2599
26,False,LIST,20000,19484,2148,3844,3168,3474,4528
26,False,LIST,25000,24194,3477,6029,4869,5392,6776
26,False,LIST,30000,28809,5134,8603,6974,7538,9512
26,True,AVL,10000,10000,1177,998,1,965,398
26,True,AVL,15000,15000,3011,2252,2,2065,1417
26,True,AVL,20000,20000,5692,3913,3,3636,3271
26,True,AVL,25000,25000,9356,6209,4,5469,6269
26,True,AVL,30000,30000,13663,8930,6,7819,10539
26,True,BST,10000,10000,3,998,1,965,3
26,True,BST,15000,15000,5,2252,2,1974,5
26,True,BST,20000,20000,7,3913,3,3528,7
26,True,BST,25000,25000,9,6209,4,5469,9
26,True,BST,30000,30000,11,8930,5,7819,11
26,True,LIST,10000,10000,806,1007,768,936,1495
26,True,LIST,15000,15000,2172,2236,1873,2111,3475
26,True,LIST,20000,20000,4325,4050,3493,3629,6168
26,True,LIST,25000,25000,7082,6265,5563,5588,9110
26,True,LIST,30000,30000,10782,9081,8138,7725,14854
27,False,AVL,10000,9872,508,1041,1,914,347
27,False,AVL,15000,14723,1369,2203,2,2006,1260
27,False,AVL,20000,19486,3009,3885,3,3520,2946
27,False,AVL,25000,24207,4835,6030,5,5340,6642
27,False,AVL,30000,28836,8663,8616,6,7478,9956
27,False,BST,10000,9872,5,1041,2,914,4
27,False,BST,15000,14723,6,2203,4,1999,7
27,False,BST,20000,19486,10,3885,5,3425,11
27,False,BST,25000,24207,11,6030,7,5228,14
27,False,BST,30000,28836,15,8616,11,7288,17
27,False,LIST,10000,9871,501,957,795,879,1229
27,False,LIST,15000,14710,1214,2131,1990,2022,2815
27,False,LIST,20000,19484,2384,3844,3535,3474,5858
27,False,LIST,25000,24194,4001,6029,6118,5392,8075
27,False,LIST,30000,28809,6642,8603,8716,7538,13263
27,True,AVL,10000,10000,1285,998,1,965,439
27,True,AVL,15000,15000,3171,2252,2,2065,1465
27,True,AVL,20000,20000,6462,3913,3,3636,3525
27,True,AVL,25000,25000,10040,6209,4,5469,6689
27,True,AVL,30000,30000,14932,8930,6,7819,11902
27,True,BST,10000,10000,3,998,1,965,3
27,True,BST,15000,15000,5,2252,2,1974,5
27,True,BST,20000,20000,7,3913,3,3528,7
27,True,BST,25000,25000,10,6209,5,5469,9
27,True,BST,30000,30000,11,8930,6,7819,12
27,True,LIST,10000,10000,890,1007,909,936,1702
27,True,LIST,15000,15000,2659,2236,2241,2111,3725
27,True,LIST,20000,20000,4474,4050,3614,3629,6359
27,True,LIST,25000,25000,7450,6265,5972,5588,9746
27,True,LIST,30000,30000,11664,9081,8867,7725,14559
28,False,AVL,10000,9872,562,1041,1,914,381
28,False,AVL,15000,14723,1464,2203,2,2006,1293
28,False,AVL,20000,19486,2729,3885,3,3520,3018
28,False,AVL,25000,24207,4505,6030,4,5340,5677
28,False,AVL,30000,28836,6700,8616,6,7478,9068
28,False,BST,10000,9872,3,1041,1,914,3
28,False,BST,15000,14723,6,2203,3,1999,6
28,False,BST,20000,19486,8,3885,4,3425,7
28,False,BST,25000,24207,8,6030,5,5228,10
28,False,BST,30000,28836,10,8616,7,7288,12
28,False,LIST,10000,9871,483,957,810,879,1248
28,False,LIST,15000,14710,1187,2131,1824,2022,2959
28,False,LIST,20000,19484,2843,3844,3515,3474,4889
28,False,LIST,25000,24194,3748,6029,5126,5392,7164
28,False,LIST,30000,28809,5683,8603,8468,7538,10903
28,True,AVL,10000,10000,1271,998,1,965,450
28,True,AVL,15000,15000,3789,2252,2,2065,1831
28,True,AVL,20000,20000,6687,3913,4,3636,3538
28,True,AVL,25000,25000,10886,6209,5,5469,7350
28,True,AVL,30000,30000,16432,8930,5,7819,11226
28,True,BST,10000,10000,3,998,1,965,3
28,True,BST,15000,15000,5,2252,3,1974,5
28,True,BST,20000,20000,7,3913,3,3528,7
28,True,BST,25000,25000,9,6209,5,5469,9
28,True,BST,30000,30000,12,8930,6,7819,11
28,True,LIST,10000,10000,879,1007,820,936,1519
28,True,LIST,15000,15000,2303,2236,2095,2111,3799
28,True,LIST,20000,20000,4943,4050,3638,3629,6473
28,True,LIST,25000,25000,7740,6265,6476,5588,9673
28,True,LIST,30000,30000,13054,9081,9636,7725,17896
29,False,AVL,10000,9872,735,1041,1,914,517
29,False,AVL,15000,14723,1737,2203,3,2006,1557
29,False,AVL,20000,19486,3208,3885,3,3520,3929
29,False,AVL,25000,24207,5407,6030,5,5340,6447
29,False,AVL,30000,28836,8084,8616,6,7478,10072
29,False,BST,10000,9872,4,1041,2,914,4
29,False,BST,15000,14723,6,2203,3,1999,7
29,False,BST,20000,19486,9,3885,5,3425,9
29,False,BST,25000,24207,10,6030,6,5228,12
29,False,BST,30000,28836,12,8616,8,7288,15
29,False,LIST,10000,9871,539,957,844,879,1536
29,False,LIST,15000,14710,1478,2131,2408,2022,3702
29,False,LIST,20000,19484,2850,3844,4439,3474,6501
29,False,LIST,25000,24194,4659,6029,6727,5392,9462
29,False,LIST,30000,28809,7251,8603,9610,7538,12932
29,True,AVL,10000,10000,1591,998,2,965,556
29,True,AVL,15000,15000,4089,2252,8,2065,2032
29,True,AVL,20000,20000,8288,3913,4,3636,4843
29,True,AVL,25000,25000,12699,6209,9,5469,7910
29,True,AVL,30000,30000,18563,8930,8,7819,14203
29,True,BST,10000,10000,3,998,1,965,4
29,True,BST,15000,15000,5,2252,3,1974,6
29,True,BST,20000,20000,8,3913,4,3528,8
29,True,BST,25000,25000,12,6209,18,5469,15
29,True,BST,30000,30000,14,8930,7,7819,14
29,True,LIST,10000,10000,1128,1007,1163,936,2129
29,True,LIST,15000,15000,2984,2236,2689,2111,4898
29,True,LIST,20000,20000,6153,4050,5000,3629,8435
29,True,LIST,25000,25000,9639,6265,7655,5588,12546
29,True,LIST,30000,30000,15057,9081,11015,7725,18496
30,False,AVL,10000,9872,702,1041,3,914,467
30,False,AVL,15000,14723,1800,2203,2,2006,1681
30,False,AVL,20000,19486,3235,3885,4,3520,3664
30,False,AVL,25000,24207,6170,6030,10,5340,7654
30,False,AVL,30000,28836,9504,8616,6,7478,12731
30,False,BST,10000,9872,4,1041,2,914,3
30,False,BST,15000,14723,6,2203,12,1999,12
30,False,BST,20000,19486,9,3885,4,3425,9
30,False,BST,25000,24207,10,6030,6,5228,11
30,False,BST,30000,28836,11,8616,7,7288,14
30,False,LIST,10000,9871,695,957,1109,879,1731
30,False,LIST,15000,14710,1649,2131,2482,2022,3855
30,False,LIST,20000,19484,3169,3844,4630,3474,6577
30,False,LIST,25000,24194,4904,6029,7128,5392,9719
30,False,LIST,30000,28809,7414,8603,9893,7538,13111
30,True,AVL,10000,10000,1789,998,2,965,576
30,True,AVL,15000,15000,4491,2252,4,2065,2077
30,True,AVL,20000,20000,8653,3913,4,3636,5034
30,True,AVL,25000,25000,13617,6209,6,5469,8092
30,True,AVL,30000,30000,18100,8930,6,7819,12100
30,True,BST,10000,10000,3,998,1,965,3
30,True,BST,15000,15000,5,2252,3,1974,5
30,True,BST,20000,20000,7,3913,3,3528,7
30,True,BST,25000,25000,9,6209,5,5469,10
30,True,BST,30000,30000,11,8930,6,7819,12
30,True,LIST,10000,10000,835,1007,859,936,1567
30,True,LIST,15000,15000,2324,2236,2016,2111,3760
30,True,LIST,20000,20000,7068,4050,4855,3629,9704
30,True,LIST,25000,25000,7630,6265,5866,5588,10411
30,True,LIST,30000,30000,12072,9081,10221,7725,14486
31,False,AVL,10000,9872,564,1041,1,914,351
31,False,AVL,15000,14723,1447,2203,2,2006,1393
31,False,AVL,20000,19486,3317,3885,3,3520,3565
31,False,AVL,25000,24207,5030,6030,11,5340,6161
31,False,AVL,30000,28836,7073,8616,7,7478,10079
31,False,BST,10000,9872,4,1041,2,914,4
31,False,BST,15000,14723,7,2203,3,1999,6
31,False,BST,20000,19486,8,3885,4,3425,9
31,False,BST,25000,24207,10,6030,6,5228,11
31,False,BST,30000,28836,12,8616,8,7288,28
31,False,LIST,10000,9871,567,957,962,879,1277
31,False,LIST,15000,14710,1349,2131,2369,2022,3439
31,False,LIST,20000,19484,2525,3844,3398,3474,4931
31,False,LIST,25000,24194,3716,6029,5270,5392,7109
31,False,LIST,30000,28809,5394,8603,7529,7538,9876
31,True,AVL,10000,10000,1268,998,1,965,435
31,True,AVL,15000,15000,3136,2252,2,2065,1432
31,True,AVL,20000,20000,6181,3913,3,3636,3691
31,True,AVL,25000,25000,9752,6209,5,5469,6642
31,True,AVL,30000,30000,14352,8930,12,7819,11102
31,True,BST,10000,10000,3,998,2,965,4
31,True,BST,15000,15000,6,2252,3,1974,6
31,True,BST,20000,20000,8,3913,4,3528,8
31,True,BST,25000,25000,10,6209,5,5469,10
31,True,BST,30000,30000,33,8930,10,7819,13
31,True,LIST,10000,10000,840,1007,781,936,1553
31,True,LIST,15000,15000,2252,2236,1963,2111,3659
31,True,LIST,20000,20000,4445,4050,3605,3629,6207
31,True,LIST,25000,25000,7518,6265,5835,5588,9682
31,True,LIST,30000,30000,11257,9081,8553,7725,13613
32,False,AVL,10000,9872,538,1041,1,914,336
32,False,AVL,15000,14723,1388,2203,2,2006,1235
32,False,AVL,20000,19486,2630,3885,3,3520,2999
32,False,AVL,25000,24207,4323,6030,4,5340,5400
32,False,AVL,30000,28836,6557,8616,6,7478,8859
32,False,BST,10000,9872,4,1041,1,914,3
32,False,BST,15000,14723,5,2203,3,1999,5
32,False,BST,20000,19486,7,3885,4,3425,8
32,False,BST,25000,24207,9,6030,5,5228,10
32,False,BST,30000,28836,9,8616,6,7288,14
32,False,LIST,10000,9871,491,957,771,879,1231
32,False,LIST,15000,14710,1213,2131,1831,2022,2752
32,False,LIST,20000,19484,4941,3844,13165,3474,18967
32,False,LIST,25000,24194,14447,6029,20165,5392,28078
32,False,LIST,30000,28809,21692,8603,29626,7538,39417
32,True,AVL,10000,10000,4920,998,6,965,1661
32,True,AVL,15000,15000,12524,2252,11,2065,5770
32,True,AVL,20000,20000,23617,3913,15,3636,13809
32,True,AVL,25000,25000,39064,6209,20,5469,27367
32,True,AVL,30000,30000,59729,8930,29,7819,48786
32,True,BST,10000,10000,14,998,7,965,16
32,True,BST,15000,15000,23,2252,13,1974,24
32,True,BST,20000,20000,30,3913,17,3528,35
32,True,BST,25000,25000,43,6209,24,5469,46
32,True,BST,30000,30000,54,8930,30,7819,58
32,True,LIST,10000,10000,3629,1007,3476,936,6645
32,True,LIST,15000,15000,10021,2236,8845,2111,14582
32,True,LIST,20000,20000,18376,4050,14561,3629,24938
32,True,LIST,25000,25000,29465,6265,25360,5588,44265
32,True,LIST,30000,30000,48144,9081,37636,7725,59803
33,False,AVL,10000,9872,2192,1041,6,914,1388
33,False,AVL,15000,14723,5641,2203,10,2006,5342
33,False,AVL,20000,19486,10934,3885,15,3520,12241
33,False,AVL,25000,24207,18879,6030,22,5340,23766
33,False,AVL,30000,28836,27544,8616,24,7478,36084
33,False,BST,10000,9872,15,1041,7,914,13
33,False,BST,15000,14723,22,2203,12,1999,22
33,False,BST,20000,19486,28,3885,17,3425,31
33,False,BST,25000,24207,35,6030,22,5228,41
33,False,BST,30000,28836,42,8616,28,7288,50
33,False,LIST,10000,9871,1938,957,3198,879,4908
33,False,LIST,15000,14710,4792,2131,7329,2022,11041
33,False,LIST,20000,19484,9674,3844,13591,3474,19620
33,False,LIST,25000,24194,15772,6029,22392,5392,32710
33,False,LIST,30000,28809,27527,8603,40981,7538,53067
33,True,AVL,10000,10000,5258,998,6,965,2102
33,True,AVL,15000,15000,16011,2252,14,2065,7376
33,True,AVL,20000,20000,30727,3913,18,3636,17849
33,True,AVL,25000,25000,49569,6209,27,5469,28988
33,True,AVL,30000,30000,19752,8930,7,7819,11703
33,True,BST,10000,10000,3,998,1,965,4
33,True,BST,15000,15000,6,2252,3,1974,6
33,True,BST,20000,20000,8,3913,4,3528,9
33,True,BST,25000,25000,11,6209,5,5469,12
33,True,BST,30000,30000,15,8930,7,7819,16
33,True,LIST,10000,10000,876,1007,864,936,1569
33,True,LIST,15000,15000,2339,2236,1921,2111,3529
33,True,LIST,20000,20000,4446,4050,3627,3629,6292
33,True,LIST,25000,25000,7793,6265,6238,5588,10420
33,True,LIST,30000,30000,11374,9081,8726,7725,14779
34,False,AVL,10000,9872,544,1041,1,914,347
34,False,AVL,15000,14723,1434,2203,2,2006,1342
34,False,AVL,20000,19486,3104,3885,4,3520,3138
34,False,AVL,25000,24207,4589,6030,4,5340,5682
34,False,AVL,30000,28836,7078,8616,6,7478,9368
34,False,BST,10000,9872,4,1041,2,914,3
34,False,BST,15000,14723,6,2203,3,1999,6
34,False,BST,20000,19486,8,3885,4,3425,8
34,False,BST,25000,24207,9,6030,6,5228,10
34,False,BST,30000,28836,11,8616,7,7288,13
34,False,LIST,10000,9871,508,957,826,879,1328
34,False,LIST,15000,14710,1298,2131,1897,2022,2949
34,False,LIST,20000,19484,2661,3844,3775,3474,5527
34,False,LIST,25000,24194,3850,6029,5371,5392,7786
34,False,LIST,30000,28809,6358,8603,7694,7538,10167
34,True,AVL,10000,10000,1252,998,1,965,421
34,True,AVL,15000,15000,3327,2252,3,2065,1591
34,True,AVL,20000,20000,6146,3913,4,3636,3476
34,True,AVL,25000,25000,9735,6209,4,5469,6556
34,True,AVL,30000,30000,14155,8930,6,7819,10902
34,True,BST,10000,10000,3,998,1,965,3
34,True,BST,15000,15000,5,2252,3,1974,5
34,True,BST,20000,20000,7,3913,4,3528,7
34,True,BST,25000,25000,9,6209,5,5469,9
34,True,BST,30000,30000,12,8930,6,7819,12
34,True,LIST,10000,10000,837,1007,823,936,1557
34,True,LIST,15000,15000,2236,2236,1962,2111,3564
34,True,LIST,20000,20000,4919,4050,4043,3629,6913
34,True,LIST,25000,25000,8511,6265,6633,5588,11598
34,True,LIST,30000,30000,13997,9081,11182,7725,19123
35,False,AVL,10000,9872,585,1041,1,914,376
35,False,AVL,15000,14723,1467,2203,2,2006,1336
35,False,AVL,20000,19486,3106,3885,3,3520,3256
35,False,AVL,25000,24207,4497,6030,4,5340,5889
35,False,AVL,30000,28836,7360,8616,8,7478,10388
35,False,BST,10000,9872,4,1041,2,914,4
35,False,BST,15000,14723,6,2203,3,1999,6
35,False,BST,20000,19486,9,3885,5,3425,9
35,False,BST,25000,24207,10,6030,6,5228,12
35,False,BST,30000,28836,11,8616,7,7288,13
35,False,LIST,10000,9871,508,957,921,879,1362
35,False,LIST,15000,14710,1252,2131,1836,2022,2706
35,False,LIST,20000,19484,2187,3844,3897,3474,5594
35,False,LIST,25000,24194,3851,6029,5601,5392,8401
35,False,LIST,30000,28809,5787,8603,8344,7538,11489
